"category","tree","id","skill_name","image_path","local_path","source_url","status"
"Weapon Skills","Crusher","1","Goliath Punch","crusher/goliathpunch.png","Weapon Skills\Crusher\01_Goliath Punch.png","https://coryn.club/skill/crusher/goliathpunch.png","downloaded"
"Weapon Skills","Crusher","2","God Hand","crusher/godhand.png","Weapon Skills\Crusher\02_God Hand.png","https://coryn.club/skill/crusher/godhand.png","downloaded"
"Weapon Skills","Crusher","3","Divine Rigid Body","crusher/godhand.png","Weapon Skills\Crusher\03_Divine Rigid Body.png","https://coryn.club/skill/crusher/godhand.png","downloaded"
"Weapon Skills","Crusher","4","Breathwork","crusher/breathwork.png","Weapon Skills\Crusher\04_Breathwork.png","https://coryn.club/skill/crusher/breathwork.png","downloaded"
"Weapon Skills","Crusher","5","Floating Kick","crusher/floatingkick.png","Weapon Skills\Crusher\05_Floating Kick.png","https://coryn.club/skill/crusher/floatingkick.png","downloaded"
"Weapon Skills","Crusher","6","Geyser Kick","crusher/geyserkick.png","Weapon Skills\Crusher\06_Geyser Kick.png","https://coryn.club/skill/crusher/geyserkick.png","downloaded"
"Weapon Skills","Crusher","7","Combination","crusher/combination.png","Weapon Skills\Crusher\07_Combination.png","https://coryn.club/skill/crusher/combination.png","downloaded"
"Weapon Skills","Crusher","8","Annihilator","crusher/annihilator.png","Weapon Skills\Crusher\08_Annihilator.png","https://coryn.club/skill/crusher/annihilator.png","downloaded"
"Weapon Skills","Crusher","9","Terrablast","crusher/terrablast.png","Weapon Skills\Crusher\09_Terrablast.png","https://coryn.club/skill/crusher/terrablast.png","downloaded"
"Weapon Skills","Sprite","0","Auto-Device","sprite/autodevice.png","Weapon Skills\Sprite\00_Auto-Device.png","https://coryn.club/skill/sprite/autodevice.png","downloaded"
"Weapon Skills","Sprite","1","Express Aid","sprite/expressaid.png","Weapon Skills\Sprite\01_Express Aid.png","https://coryn.club/skill/sprite/expressaid.png","downloaded"
"Weapon Skills","Sprite","2","Micro Heal","sprite/microheal.png","Weapon Skills\Sprite\02_Micro Heal.png","https://coryn.club/skill/sprite/microheal.png","downloaded"
"Weapon Skills","Sprite","3","Resurrection","sprite/resurrection.png","Weapon Skills\Sprite\03_Resurrection.png","https://coryn.club/skill/sprite/resurrection.png","downloaded"
"Weapon Skills","Sprite","4","Enhance","sprite/enhance.png","Weapon Skills\Sprite\04_Enhance.png","https://coryn.club/skill/sprite/enhance.png","downloaded"
"Weapon Skills","Sprite","5","Stabiliz","sprite/stabiliz.png","Weapon Skills\Sprite\05_Stabiliz.png","https://coryn.club/skill/sprite/stabiliz.png","downloaded"
"Weapon Skills","Sprite","6","Sprite Upgrade","sprite/spriteupgrade.png","Weapon Skills\Sprite\06_Sprite Upgrade.png","https://coryn.club/skill/sprite/spriteupgrade.png","downloaded"
"Weapon Skills","Sprite","7","Sprite Shield","sprite/spriteshield.png","Weapon Skills\Sprite\07_Sprite Shield.png","https://coryn.club/skill/sprite/spriteshield.png","downloaded"
"Weapon Skills","Sprite","8","Counterforce","sprite/counterforce.png","Weapon Skills\Sprite\08_Counterforce.png","https://coryn.club/skill/sprite/counterforce.png","downloaded"
"Weapon Skills","Sprite","9","Astral Lance","sprite/astrallance.png","Weapon Skills\Sprite\09_Astral Lance.png","https://coryn.club/skill/sprite/astrallance.png","downloaded"
"Weapon Skills","Sprite","10","Magic Vulcan","sprite/magicvulcan.png","Weapon Skills\Sprite\10_Magic Vulcan.png","https://coryn.club/skill/sprite/magicvulcan.png","downloaded"
"Weapon Skills","Sprite","11","Cursed Altar","sprite/cursedaltar.png","Weapon Skills\Sprite\11_Cursed Altar.png","https://coryn.club/skill/sprite/cursedaltar.png","downloaded"
"Weapon Skills","Sprite","12","Ignition","sprite/ignition.png","Weapon Skills\Sprite\12_Ignition.png","https://coryn.club/skill/sprite/ignition.png","downloaded"
"Weapon Skills","Sprite","13","Terrawrym","sprite/terrawrym.png","Weapon Skills\Sprite\13_Terrawrym.png","https://coryn.club/skill/sprite/terrawrym.png","downloaded"
"Weapon Skills","Sprite","14","Faux Weapon","sprite/fauxweapon.png","Weapon Skills\Sprite\14_Faux Weapon.png","https://coryn.club/skill/sprite/fauxweapon.png","downloaded"
"Weapon Skills","Sprite","15","Slash Reaper","sprite/slashreaper.png","Weapon Skills\Sprite\15_Slash Reaper.png","https://coryn.club/skill/sprite/slashreaper.png","downloaded"
"Weapon Skills","Sprite","16","Lebenglanz","sprite/lebenglanz.png","Weapon Skills\Sprite\16_Lebenglanz.png","https://coryn.club/skill/sprite/lebenglanz.png","downloaded"
"Buff Skills","Shield","0","Shield Mastery","shield/shieldmastery.png","Buff Skills\Shield\00_Shield Mastery.png","https://coryn.club/skill/shield/shieldmastery.png","downloaded"
"Buff Skills","Shield","1","Shield Bash","shield/shieldbash.png","Buff Skills\Shield\01_Shield Bash.png","https://coryn.club/skill/shield/shieldbash.png","downloaded"
"Buff Skills","Shield","2","Shield Cannon","shield/shieldcannon.png","Buff Skills\Shield\02_Shield Cannon.png","https://coryn.club/skill/shield/shieldcannon.png","downloaded"
"Buff Skills","Shield","3","Guard Strike","shield/guardstrike.png","Buff Skills\Shield\03_Guard Strike.png","https://coryn.club/skill/shield/guardstrike.png","downloaded"
"Buff Skills","Shield","4","Force Shield","shield/forceshield.png","Buff Skills\Shield\04_Force Shield.png","https://coryn.club/skill/shield/forceshield.png","downloaded"
"Buff Skills","Shield","5","Magical Shield","shield/magicalshield.png","Buff Skills\Shield\05_Magical Shield.png","https://coryn.club/skill/shield/magicalshield.png","downloaded"
"Buff Skills","Shield","6","Shield Uppercut","shield/shielduppercut.png","Buff Skills\Shield\06_Shield Uppercut.png","https://coryn.club/skill/shield/shielduppercut.png","downloaded"
"Buff Skills","Shield","7","Dual Shields","shield/dualshields.png","Buff Skills\Shield\07_Dual Shields.png","https://coryn.club/skill/shield/dualshields.png","downloaded"
"Buff Skills","Shield","8","Shield Repair","shield/shieldrepair.png","Buff Skills\Shield\08_Shield Repair.png","https://coryn.club/skill/shield/shieldrepair.png","downloaded"
"Buff Skills","Shield","9","Belagerung","shield/belagerung.png","Buff Skills\Shield\09_Belagerung.png","https://coryn.club/skill/shield/belagerung.png","downloaded"
"Buff Skills","Shield","10","Protection","shield/protection.png","Buff Skills\Shield\10_Protection.png","https://coryn.club/skill/shield/protection.png","downloaded"
"Buff Skills","Shield","11","Aegis","shield/aegis.png","Buff Skills\Shield\11_Aegis.png","https://coryn.club/skill/shield/aegis.png","downloaded"
"Buff Skills","Shield","12","Guardian","shield/guardian.png","Buff Skills\Shield\12_Guardian.png","https://coryn.club/skill/shield/guardian.png","downloaded"
"Buff Skills","Dagger","0","Throwing Knife","dagger/throwingknife.png","Buff Skills\Dagger\00_Throwing Knife.png","https://coryn.club/skill/dagger/throwingknife.png","downloaded"
"Buff Skills","Dagger","1","Spike Dart","dagger/spikedart.png","Buff Skills\Dagger\01_Spike Dart.png","https://coryn.club/skill/dagger/spikedart.png","downloaded"
"Buff Skills","Dagger","2","Gatling Knife","dagger/gatlingknife.png","Buff Skills\Dagger\02_Gatling Knife.png","https://coryn.club/skill/dagger/gatlingknife.png","downloaded"
"Buff Skills","Dagger","3","Amazing Throw","dagger/amazingthrow.png","Buff Skills\Dagger\03_Amazing Throw.png","https://coryn.club/skill/dagger/amazingthrow.png","downloaded"
"Buff Skills","Dagger","4","Mad Dagger","dagger/maddagger.png","","https://coryn.club/skill/dagger/maddagger.png","failed: HTTPError"
"Buff Skills","Dagger","5","Poison Dagger","dagger/poisondagger.png","Buff Skills\Dagger\05_Poison Dagger.png","https://coryn.club/skill/dagger/poisondagger.png","downloaded"
"Buff Skills","Dagger","6","Double Stab","dagger/doublethrow.png","Buff Skills\Dagger\06_Double Stab.png","https://coryn.club/skill/dagger/doublethrow.png","downloaded"
"Buff Skills","Dagger","7","Hidden Arm","dagger/hiddenarm.png","Buff Skills\Dagger\07_Hidden Arm.png","https://coryn.club/skill/dagger/hiddenarm.png","downloaded"
"Buff Skills","Dagger","8","Intensive Knife","dagger/intenseknife.png","Buff Skills\Dagger\08_Intensive Knife.png","https://coryn.club/skill/dagger/intenseknife.png","downloaded"
"Buff Skills","Dagger","9","Mail Breaker","dagger/mailbreaker.png","Buff Skills\Dagger\09_Mail Breaker.png","https://coryn.club/skill/dagger/mailbreaker.png","downloaded"
"Buff Skills","Dagger","10","Knife Combat","dagger/knifecombat.png","Buff Skills\Dagger\10_Knife Combat.png","https://coryn.club/skill/dagger/knifecombat.png","downloaded"
"Buff Skills","Dagger","11","Flincher Knife","dagger/flincherknife.png","Buff Skills\Dagger\11_Flincher Knife.png","https://coryn.club/skill/dagger/flincherknife.png","downloaded"
"Buff Skills","Dagger","12","Rolling Bite","dagger/rollingbite.png","","https://coryn.club/skill/dagger/rollingbite.png","failed: HTTPError"
"Buff Skills","Knight","0","Assault Attack","knight/assaultattack.png","Buff Skills\Knight\00_Assault Attack.png","https://coryn.club/skill/knight/assaultattack.png","downloaded"
"Buff Skills","Knight","1","Parry","knight/parry.png","Buff Skills\Knight\01_Parry.png","https://coryn.club/skill/knight/parry.png","downloaded"
"Buff Skills","Knight","2","P. Defense","knight/pdefense.png","Buff Skills\Knight\02_P. Defense.png","https://coryn.club/skill/knight/pdefense.png","downloaded"
"Buff Skills","Knight","3","Fareth","knight/fareth.png","Buff Skills\Knight\03_Fareth.png","https://coryn.club/skill/knight/fareth.png","downloaded"
"Buff Skills","Knight","4","Aftershield","knight/pdefense.png","Buff Skills\Knight\04_Aftershield.png","https://coryn.club/skill/knight/pdefense.png","downloaded"
"Buff Skills","Knight","5","Provoke","knight/provoke.png","Buff Skills\Knight\05_Provoke.png","https://coryn.club/skill/knight/provoke.png","downloaded"
"Buff Skills","Knight","6","Rage Sword","knight/ragesword.png","Buff Skills\Knight\06_Rage Sword.png","https://coryn.club/skill/knight/ragesword.png","downloaded"
"Buff Skills","Knight","7","Binding Strike","knight/bindingstrike.png","Buff Skills\Knight\07_Binding Strike.png","https://coryn.club/skill/knight/bindingstrike.png","downloaded"
"Buff Skills","Knight","8","Knight Will","knight/knightwill.png","Buff Skills\Knight\08_Knight Will.png","https://coryn.club/skill/knight/knightwill.png","downloaded"
"Buff Skills","Knight","9","Blink Sword","knight/blinksword.png","Buff Skills\Knight\09_Blink Sword.png","https://coryn.club/skill/knight/blinksword.png","downloaded"
"Buff Skills","Knight","10","Sonic Thrust","knight/sonicthrust.png","Buff Skills\Knight\10_Sonic Thrust.png","https://coryn.club/skill/knight/sonicthrust.png","downloaded"
"Buff Skills","Knight","11","Revenir","knight/revenir.png","Buff Skills\Knight\11_Revenir.png","https://coryn.club/skill/knight/revenir.png","downloaded"
"Buff Skills","Knight","12","Knight's Stance","knight/knightsstance.png","Buff Skills\Knight\12_Knight's Stance.png","https://coryn.club/skill/knight/knightsstance.png","downloaded"
"Buff Skills","Knight","13","Knight's Remedy","knight/knightsstance.png","Buff Skills\Knight\13_Knight's Remedy.png","https://coryn.club/skill/knight/knightsstance.png","downloaded"
"Buff Skills","Knight","14","Knight Pledge","knight/knightpledge.png","Buff Skills\Knight\14_Knight Pledge.png","https://coryn.club/skill/knight/knightpledge.png","downloaded"
"Buff Skills","Priest","0","Bless","priest/bless.png","Buff Skills\Priest\00_Bless.png","https://coryn.club/skill/priest/bless.png","downloaded"
"Buff Skills","Priest","1","Gloria","priest/gloria.png","Buff Skills\Priest\01_Gloria.png","https://coryn.club/skill/priest/gloria.png","downloaded"
"Buff Skills","Priest","2","Enhanced Bless","priest/enhancedbless.png","Buff Skills\Priest\02_Enhanced Bless.png","https://coryn.club/skill/priest/enhancedbless.png","downloaded"
"Buff Skills","Priest","3","Royal Heal","priest/royalheal.png","Buff Skills\Priest\03_Royal Heal.png","https://coryn.club/skill/priest/royalheal.png","downloaded"
"Buff Skills","Priest","4","Sacred Teaching","priest/royalheal.png","Buff Skills\Priest\04_Sacred Teaching.png","https://coryn.club/skill/priest/royalheal.png","downloaded"
"Buff Skills","Priest","5","Holy Fist","priest/holyfist.png","Buff Skills\Priest\05_Holy Fist.png","https://coryn.club/skill/priest/holyfist.png","downloaded"
"Buff Skills","Priest","6","Holy Light","priest/holylight.png","Buff Skills\Priest\06_Holy Light.png","https://coryn.club/skill/priest/holylight.png","downloaded"
"Buff Skills","Priest","7","Ether Barrier","priest/etherbarrier.png","Buff Skills\Priest\07_Ether Barrier.png","https://coryn.club/skill/priest/etherbarrier.png","downloaded"
"Buff Skills","Priest","8","Prayer","priest/prayer.png","Buff Skills\Priest\08_Prayer.png","https://coryn.club/skill/priest/prayer.png","downloaded"
"Buff Skills","Priest","9","Aspis Soul","priest/aspissoul.png","Buff Skills\Priest\09_Aspis Soul.png","https://coryn.club/skill/priest/aspissoul.png","downloaded"
"Buff Skills","Priest","10","Staff Thrust","priest/staffthrust.png","Buff Skills\Priest\10_Staff Thrust.png","https://coryn.club/skill/priest/staffthrust.png","downloaded"
"Buff Skills","Priest","11","Exorcism","priest/exorcism.png","Buff Skills\Priest\11_Exorcism.png","https://coryn.club/skill/priest/exorcism.png","downloaded"
"Buff Skills","Priest","12","Holy Book","priest/holybook.png","Buff Skills\Priest\12_Holy Book.png","https://coryn.club/skill/priest/holybook.png","downloaded"
"Buff Skills","Priest","13","Nemesis","priest/nemesis.png","Buff Skills\Priest\13_Nemesis.png","https://coryn.club/skill/priest/nemesis.png","downloaded"
"Buff Skills","Priest","14","Holy Grace","priest/holygrace.png","Buff Skills\Priest\14_Holy Grace.png","https://coryn.club/skill/priest/holygrace.png","downloaded"
"Buff Skills","Hunter","0","Kick","hunter/kick.png","Buff Skills\Hunter\00_Kick.png","https://coryn.club/skill/hunter/kick.png","downloaded"
"Buff Skills","Hunter","1","Sunrise Arrow","hunter/sunrisearrow.png","Buff Skills\Hunter\01_Sunrise Arrow.png","https://coryn.club/skill/hunter/sunrisearrow.png","downloaded"
"Buff Skills","Hunter","2","Magic Arrow","hunter/magicarrow.png","Buff Skills\Hunter\02_Magic Arrow.png","https://coryn.club/skill/hunter/magicarrow.png","downloaded"
"Buff Skills","Hunter","3","Satellite Arrow","hunter/satellitearrow.png","Buff Skills\Hunter\03_Satellite Arrow.png","https://coryn.club/skill/hunter/satellitearrow.png","downloaded"
"Buff Skills","Hunter","4","Focus","hunter/focus.png","Buff Skills\Hunter\04_Focus.png","https://coryn.club/skill/hunter/focus.png","downloaded"
"Buff Skills","Hunter","5","Sleep Trap","hunter/sleeptrap.png","Buff Skills\Hunter\05_Sleep Trap.png","https://coryn.club/skill/hunter/sleeptrap.png","downloaded"
"Buff Skills","Hunter","6","Bear Trap","hunter/beartrap.png","Buff Skills\Hunter\06_Bear Trap.png","https://coryn.club/skill/hunter/beartrap.png","downloaded"
"Buff Skills","Hunter","7","Land Mine","hunter/landmine.png","Buff Skills\Hunter\07_Land Mine.png","https://coryn.club/skill/hunter/landmine.png","downloaded"
"Buff Skills","Hunter","8","Dark Trap","hunter/darktrap.png","Buff Skills\Hunter\08_Dark Trap.png","https://coryn.club/skill/hunter/darktrap.png","downloaded"
"Buff Skills","Hunter","9","Camouflage","hunter/camouflage.png","Buff Skills\Hunter\09_Camouflage.png","https://coryn.club/skill/hunter/camouflage.png","downloaded"
"Buff Skills","Hunter","10","Homing Shot","hunter/homingshot.png","Buff Skills\Hunter\10_Homing Shot.png","https://coryn.club/skill/hunter/homingshot.png","downloaded"
"Buff Skills","Hunter","11","Detection","hunter/detection.png","Buff Skills\Hunter\11_Detection.png","https://coryn.club/skill/hunter/detection.png","downloaded"
"Buff Skills","Hunter","12","Cyclon Arrow","hunter/cyclonarrow.png","Buff Skills\Hunter\12_Cyclon Arrow.png","https://coryn.club/skill/hunter/cyclonarrow.png","downloaded"
"Buff Skills","Hunter","13","Vertical Air","hunter/verticalair.png","Buff Skills\Hunter\13_Vertical Air.png","https://coryn.club/skill/hunter/verticalair.png","downloaded"
"Buff Skills","Hunter","14","Hunter Bowgun","hunter/hunterbowgun.png","Buff Skills\Hunter\14_Hunter Bowgun.png","https://coryn.club/skill/hunter/hunterbowgun.png","downloaded"
"Buff Skills","Hunter","15","Multiple Hunt","hunter/multiplehunt.png","Buff Skills\Hunter\15_Multiple Hunt.png","https://coryn.club/skill/hunter/multiplehunt.png","downloaded"
"Buff Skills","Hunter","16","Hunter Knowledge","hunter/multiplehunt.png","Buff Skills\Hunter\16_Hunter Knowledge.png","https://coryn.club/skill/hunter/multiplehunt.png","downloaded"
"Buff Skills","Assassin","0","Assassin Stab","assassin/assassinstab.png","Buff Skills\Assassin\00_Assassin Stab.png","https://coryn.club/skill/assassin/assassinstab.png","downloaded"
"Buff Skills","Assassin","1","Backstep","assassin/backstep.png","Buff Skills\Assassin\01_Backstep.png","https://coryn.club/skill/assassin/backstep.png","downloaded"
"Buff Skills","Assassin","2","Arcane Strike","assassin/arcanestrike.png","Buff Skills\Assassin\02_Arcane Strike.png","https://coryn.club/skill/assassin/arcanestrike.png","downloaded"
"Buff Skills","Assassin","3","Sicarius","assassin/sicarius.png","Buff Skills\Assassin\03_Sicarius.png","https://coryn.club/skill/assassin/sicarius.png","downloaded"
"Buff Skills","Assassin","4","Secret Assassin","assassin/assassinstab.png","Buff Skills\Assassin\04_Secret Assassin.png","https://coryn.club/skill/assassin/assassinstab.png","downloaded"
"Buff Skills","Assassin","5","Evasion","assassin/evasion.png","Buff Skills\Assassin\05_Evasion.png","https://coryn.club/skill/assassin/evasion.png","downloaded"
"Buff Skills","Assassin","6","Serum","assassin/serum.png","Buff Skills\Assassin\06_Serum.png","https://coryn.club/skill/assassin/serum.png","downloaded"
"Buff Skills","Assassin","7","Foresight","assassin/foresight.png","Buff Skills\Assassin\07_Foresight.png","https://coryn.club/skill/assassin/foresight.png","downloaded"
"Buff Skills","Assassin","8","Shadow Walk","assassin/shadowwalk.png","Buff Skills\Assassin\08_Shadow Walk.png","https://coryn.club/skill/assassin/shadowwalk.png","downloaded"
"Buff Skills","Assassin","9","Assault Chase","assassin/assaultchase.png","Buff Skills\Assassin\09_Assault Chase.png","https://coryn.club/skill/assassin/assaultchase.png","downloaded"
"Buff Skills","Assassin","10","Venom Injection","assassin/venominjection.png","Buff Skills\Assassin\10_Venom Injection.png","https://coryn.club/skill/assassin/venominjection.png","downloaded"
"Buff Skills","Assassin","11","Corrosive Poison","assassin/venominjection.png","Buff Skills\Assassin\11_Corrosive Poison.png","https://coryn.club/skill/assassin/venominjection.png","downloaded"
"Buff Skills","Assassin","12","Venom Thief","assassin/venomthief.png","Buff Skills\Assassin\12_Venom Thief.png","https://coryn.club/skill/assassin/venomthief.png","downloaded"
"Buff Skills","Assassin","13","Death Reception","assassin/deathreception.png","Buff Skills\Assassin\13_Death Reception.png","https://coryn.club/skill/assassin/deathreception.png","downloaded"
"Buff Skills","Assassin","14","Poison Master","assassin/venominjection.png","Buff Skills\Assassin\14_Poison Master.png","https://coryn.club/skill/assassin/venominjection.png","downloaded"
"Buff Skills","Wizard","0","Familia","wizard/familia.png","Buff Skills\Wizard\00_Familia.png","https://coryn.club/skill/wizard/familia.png","downloaded"
"Buff Skills","Wizard","1","Lightning","wizard/lightning.png","Buff Skills\Wizard\01_Lightning.png","https://coryn.club/skill/wizard/lightning.png","downloaded"
"Buff Skills","Wizard","2","Blizzard","wizard/blizzard.png","Buff Skills\Wizard\02_Blizzard.png","https://coryn.club/skill/wizard/blizzard.png","downloaded"
"Buff Skills","Wizard","3","Meteor Strike","wizard/meteorstrike.png","Buff Skills\Wizard\03_Meteor Strike.png","https://coryn.club/skill/wizard/meteorstrike.png","downloaded"
"Buff Skills","Wizard","4","Imperial Ray","wizard/imperialray.png","Buff Skills\Wizard\04_Imperial Ray.png","https://coryn.club/skill/wizard/imperialray.png","downloaded"
"Buff Skills","Wizard","5","Magic Research","magic/magicmastery.png","Buff Skills\Wizard\05_Magic Research.png","https://coryn.club/skill/magic/magicmastery.png","downloaded"
"Buff Skills","Wizard","6","Mana Crystal","wizard/manacrystal.png","Buff Skills\Wizard\06_Mana Crystal.png","https://coryn.club/skill/wizard/manacrystal.png","downloaded"
"Buff Skills","Wizard","7","Stone Barrier","wizard/stonebarrier.png","Buff Skills\Wizard\07_Stone Barrier.png","https://coryn.club/skill/wizard/stonebarrier.png","downloaded"
"Buff Skills","Wizard","8","Advanced Familia","wizard/advancedfamilia.png","Buff Skills\Wizard\08_Advanced Familia.png","https://coryn.club/skill/wizard/advancedfamilia.png","downloaded"
"Buff Skills","Wizard","9","Kitty's Treasure","wizard/familia.png","Buff Skills\Wizard\09_Kitty's Treasure.png","https://coryn.club/skill/wizard/familia.png","downloaded"
"Buff Skills","Wizard","10","Cast Mastery","wizard/castmastery.png","Buff Skills\Wizard\10_Cast Mastery.png","https://coryn.club/skill/wizard/castmastery.png","downloaded"
"Buff Skills","Wizard","11","Crystal Laser","wizard/crystallaser.png","Buff Skills\Wizard\11_Crystal Laser.png","https://coryn.club/skill/wizard/crystallaser.png","downloaded"
"Buff Skills","Wizard","12","Overlimit","wizard/overlimit.png","Buff Skills\Wizard\12_Overlimit.png","https://coryn.club/skill/wizard/overlimit.png","downloaded"
"Buff Skills","Wizard","13","Sorcery Guide","wizard/overlimit.png","Buff Skills\Wizard\13_Sorcery Guide.png","https://coryn.club/skill/wizard/overlimit.png","downloaded"
"Buff Skills","Wizard","14","Shift","wizard/shift.png","Buff Skills\Wizard\14_Shift.png","https://coryn.club/skill/wizard/shift.png","downloaded"
"Buff Skills","Guard","0","Heavy Armor Mastery","guard/heavyarmor.png","Buff Skills\Guard\00_Heavy Armor Mastery.png","https://coryn.club/skill/guard/heavyarmor.png","downloaded"
"Buff Skills","Guard","1","Advanced Guard","guard/advancedguard.png","Buff Skills\Guard\01_Advanced Guard.png","https://coryn.club/skill/guard/advancedguard.png","downloaded"
"Buff Skills","Guard","2","Physical Guard","guard/physicalguard.png","Buff Skills\Guard\02_Physical Guard.png","https://coryn.club/skill/guard/physicalguard.png","downloaded"
"Buff Skills","Guard","3","Light Armor Mastery","guard/lightarmor.png","Buff Skills\Guard\03_Light Armor Mastery.png","https://coryn.club/skill/guard/lightarmor.png","downloaded"
"Buff Skills","Guard","4","Advanced Evasion","guard/advancedevasion.png","Buff Skills\Guard\04_Advanced Evasion.png","https://coryn.club/skill/guard/advancedevasion.png","downloaded"
"Buff Skills","Guard","5","Mirage Evasion","guard/mirageevasion.png","Buff Skills\Guard\05_Mirage Evasion.png","https://coryn.club/skill/guard/mirageevasion.png","downloaded"
"Buff Skills","DarkPower","0","Bloody Bite","dark/bloodybite.png","Buff Skills\DarkPower\00_Bloody Bite.png","https://coryn.club/skill/dark/bloodybite.png","downloaded"
"Buff Skills","DarkPower","1","Dark Stinger","dark/darkstinger.png","Buff Skills\DarkPower\01_Dark Stinger.png","https://coryn.club/skill/dark/darkstinger.png","downloaded"
"Buff Skills","DarkPower","2","Red Tear","dark/redtear.png","Buff Skills\DarkPower\02_Red Tear.png","https://coryn.club/skill/dark/redtear.png","downloaded"
"Buff Skills","DarkPower","3","Soul Hunter","dark/soulhunter.png","Buff Skills\DarkPower\03_Soul Hunter.png","https://coryn.club/skill/dark/soulhunter.png","downloaded"
"Buff Skills","DarkPower","4","Sacrifice","dark/sacrifice.png","Buff Skills\DarkPower\04_Sacrifice.png","https://coryn.club/skill/dark/sacrifice.png","downloaded"
"Buff Skills","DarkPower","5","Demon Claw","dark/demonclaw.png","Buff Skills\DarkPower\05_Demon Claw.png","https://coryn.club/skill/dark/demonclaw.png","downloaded"
"Buff Skills","DarkPower","6","Regretless","dark/regretless.png","Buff Skills\DarkPower\06_Regretless.png","https://coryn.club/skill/dark/regretless.png","downloaded"
"Buff Skills","DarkPower","7","Eternal Nightmare","dark/eternalnightmare.png","Buff Skills\DarkPower\07_Eternal Nightmare.png","https://coryn.club/skill/dark/eternalnightmare.png","downloaded"
"Buff Skills","DarkPower","8","Intimidating Evil Eye","dark/intimidatingevileye.png","","https://coryn.club/skill/dark/intimidatingevileye.png","failed: HTTPError"
"Buff Skills","DarkPower","9","Bewitching Evil Eye","dark/bewitchingevileye.png","","https://coryn.club/skill/dark/bewitchingevileye.png","failed: HTTPError"
"Buff Skills","DarkPower","10","Black Flame Evil Eye","dark/blackflameevileye.png","","https://coryn.club/skill/dark/blackflameevileye.png","failed: HTTPError"
"Buff Skills","DarkPower","11","Chaotic Evil Eye","dark/chaoticevileye.png","","https://coryn.club/skill/dark/chaoticevileye.png","failed: HTTPError"
"Buff Skills","MagicBlade","0","Magic Warrior Mastery","magicblade/magicwarriormastery.png","Buff Skills\MagicBlade\00_Magic Warrior Mastery.png","https://coryn.club/skill/magicblade/magicwarriormastery.png","downloaded"
"Buff Skills","MagicBlade","1","Conversion","magicblade/swordconversion.png","Buff Skills\MagicBlade\01_Conversion.png","https://coryn.club/skill/magicblade/swordconversion.png","downloaded"
"Buff Skills","MagicBlade","2","Resonance","magicblade/resonance.png","Buff Skills\MagicBlade\02_Resonance.png","https://coryn.club/skill/magicblade/resonance.png","downloaded"
"Buff Skills","MagicBlade","3","Enchanted Spell","magicblade/enchantedspell.png","Buff Skills\MagicBlade\03_Enchanted Spell.png","https://coryn.club/skill/magicblade/enchantedspell.png","downloaded"
"Buff Skills","MagicBlade","4","Dual Bringer","magicblade/dualbringer.png","Buff Skills\MagicBlade\04_Dual Bringer.png","https://coryn.club/skill/magicblade/dualbringer.png","downloaded"
"Buff Skills","MagicBlade","5","Ether Flare","magicblade/etherflare.png","Buff Skills\MagicBlade\05_Ether Flare.png","https://coryn.club/skill/magicblade/etherflare.png","downloaded"
"Buff Skills","MagicBlade","6","Element Slash","magicblade/elementslash.png","Buff Skills\MagicBlade\06_Element Slash.png","https://coryn.club/skill/magicblade/elementslash.png","downloaded"
"Buff Skills","MagicBlade","7","Enchant Sword","magicblade/enchantsword.png","Buff Skills\MagicBlade\07_Enchant Sword.png","https://coryn.club/skill/magicblade/enchantsword.png","downloaded"
"Buff Skills","MagicBlade","8","Enchanted Burst","magicblade/enchantedburst.png","Buff Skills\MagicBlade\08_Enchanted Burst.png","https://coryn.club/skill/magicblade/enchantedburst.png","downloaded"
"Buff Skills","MagicBlade","9","Union Sword","magicblade/unionsword.png","Buff Skills\MagicBlade\09_Union Sword.png","https://coryn.club/skill/magicblade/unionsword.png","downloaded"
"Buff Skills","MagicBlade","10","Siphon Barrier","magicblade/siphonbarrier.png","Buff Skills\MagicBlade\10_Siphon Barrier.png","https://coryn.club/skill/magicblade/siphonbarrier.png","downloaded"
"Buff Skills","MagicBlade","11","Teleport","magicblade/teleport.png","Buff Skills\MagicBlade\11_Teleport.png","https://coryn.club/skill/magicblade/teleport.png","downloaded"
"Buff Skills","MagicBlade","12","Siphon Recall","magicblade/siphonrecall.png","Buff Skills\MagicBlade\12_Siphon Recall.png","https://coryn.club/skill/magicblade/siphonrecall.png","downloaded"
"Buff Skills","MagicBlade","13","Float Dash","magicblade/floatdash.png","Buff Skills\MagicBlade\13_Float Dash.png","https://coryn.club/skill/magicblade/floatdash.png","downloaded"
"Buff Skills","MagicBlade","14","Magic Skin","magicblade/magicskin.png","Buff Skills\MagicBlade\14_Magic Skin.png","https://coryn.club/skill/magicblade/magicskin.png","downloaded"
"Buff Skills","Barehand","0","Unarmed Mastery","unarmed/unarmedmastery.png","Buff Skills\Barehand\00_Unarmed Mastery.png","https://coryn.club/skill/unarmed/unarmedmastery.png","downloaded"
"Buff Skills","Barehand","1","Qi Charge","unarmed/qicharge.png","Buff Skills\Barehand\01_Qi Charge.png","https://coryn.club/skill/unarmed/qicharge.png","downloaded"
"Buff Skills","Barehand","2","Lion Rage","unarmed/lionrage.png","Buff Skills\Barehand\02_Lion Rage.png","https://coryn.club/skill/unarmed/lionrage.png","downloaded"
