source_folder,sprite_number,x,y,width,height
03_KakaoTalk_20260818_020740723_02,267,655,1263,36,34
03_KakaoTalk_20260818_020740723_02,268,692,1263,36,34
03_KakaoTalk_20260818_020740723_02,269,729,1263,36,34
03_KakaoTalk_20260818_020740723_02,274,914,1263,36,34
03_KakaoTalk_20260818_020740723_02,275,951,1263,36,34
03_KakaoTalk_20260818_020740723_02,277,330,1265,2,1
03_KakaoTalk_20260818_020740723_02,278,550,1266,2,2
03_KakaoTalk_20260818_020740723_02,279,546,1271,4,6
03_KakaoTalk_20260818_020740723_02,280,575,1274,4,6
03_KakaoTalk_20260818_020740723_02,281,0,1298,32,40
03_KakaoTalk_20260818_020740723_02,284,105,1302,35,36
03_KakaoTalk_20260818_020740723_02,287,213,1302,35,36
03_KakaoTalk_20260818_020740723_02,289,396,1302,35,36
03_KakaoTalk_20260818_020740723_02,292,285,1303,36,35
03_KakaoTalk_20260818_020740723_02,294,359,1303,36,35
03_KakaoTalk_20260818_020740723_02,295,432,1303,36,35
03_KakaoTalk_20260818_020740723_02,298,615,1303,36,35
03_KakaoTalk_20260818_020740723_02,299,652,1303,36,35
03_KakaoTalk_20260818_020740723_02,300,689,1303,36,35
03_KakaoTalk_20260818_020740723_02,301,807,1303,35,35
03_KakaoTalk_20260818_020740723_02,303,879,1303,35,35
03_KakaoTalk_20260818_020740723_02,304,915,1303,35,35
03_KakaoTalk_20260818_020740723_02,305,951,1303,35,35
03_KakaoTalk_20260818_020740723_02,307,726,1306,39,32
03_KakaoTalk_20260818_020740723_02,309,135,1310,1,1
03_KakaoTalk_20260818_020740723_02,310,353,1328,2,5
03_KakaoTalk_20260818_020740723_02,311,0,1339,35,37
03_KakaoTalk_20260818_020740723_02,313,72,1340,35,36
03_KakaoTalk_20260818_020740723_02,319,362,1340,35,36
03_KakaoTalk_20260818_020740723_02,320,435,1340,35,36
03_KakaoTalk_20260818_020740723_02,321,471,1340,35,36
03_KakaoTalk_20260818_020740723_02,322,507,1340,35,36
03_KakaoTalk_20260818_020740723_02,323,580,1340,35,36
03_KakaoTalk_20260818_020740723_02,331,398,1341,36,35
03_KakaoTalk_20260818_020740723_02,332,543,1341,36,35
03_KakaoTalk_20260818_020740723_02,334,689,1341,36,35
03_KakaoTalk_20260818_020740723_02,335,726,1341,36,35
03_KakaoTalk_20260818_020740723_02,336,799,1341,36,35
03_KakaoTalk_20260818_020740723_02,337,836,1341,36,35
03_KakaoTalk_20260818_020740723_02,338,909,1341,36,35
03_KakaoTalk_20260818_020740723_02,363,924,1377,35,36
03_KakaoTalk_20260818_020740723_02,364,997,1377,26,36
03_KakaoTalk_20260818_020740723_02,365,887,1378,36,35
03_KakaoTalk_20260818_020740723_02,379,444,1414,36,36
03_KakaoTalk_20260818_020740723_02,384,629,1414,36,36
03_KakaoTalk_20260818_020740723_02,394,999,1424,24,26
03_KakaoTalk_20260818_020740723_02,397,74,1451,36,36
03_KakaoTalk_20260818_020740723_02,398,111,1451,36,36
03_KakaoTalk_20260818_020740723_02,402,259,1451,36,36
03_KakaoTalk_20260818_020740723_02,406,407,1451,36,36
03_KakaoTalk_20260818_020740723_02,412,629,1451,36,36
03_KakaoTalk_20260818_020740723_02,413,666,1451,36,36
03_KakaoTalk_20260818_020740723_02,416,777,1451,36,36
03_KakaoTalk_20260818_020740723_02,417,814,1451,36,36
03_KakaoTalk_20260818_020740723_02,418,851,1451,36,36
03_KakaoTalk_20260818_020740723_02,422,999,1459,23,28
03_KakaoTalk_20260818_020740723_02,423,259,1469,1,1
03_KakaoTalk_20260818_020740723_02,424,259,1471,1,1
03_KakaoTalk_20260818_020740723_02,425,264,1475,1,1
03_KakaoTalk_20260818_020740723_02,426,269,1484,1,1
03_KakaoTalk_20260818_020740723_02,440,481,1488,36,36
03_KakaoTalk_20260818_020740723_02,454,999,1496,24,28
03_KakaoTalk_20260818_020740723_02,455,296,1508,1,2
03_KakaoTalk_20260818_020740723_02,456,297,1513,1,1
03_KakaoTalk_20260818_020740723_02,457,0,1525,36,36
03_KakaoTalk_20260818_020740723_02,458,37,1525,36,36
03_KakaoTalk_20260818_020740723_02,459,74,1525,36,36
03_KakaoTalk_20260818_020740723_02,460,111,1525,36,36
03_KakaoTalk_20260818_020740723_02,477,740,1525,36,36
03_KakaoTalk_20260818_020740723_02,482,925,1525,36,36
03_KakaoTalk_20260818_020740723_02,484,999,1531,23,30
03_KakaoTalk_20260818_020740723_02,485,0,1562,36,36
03_KakaoTalk_20260818_020740723_02,487,74,1562,36,36
03_KakaoTalk_20260818_020740723_02,488,111,1562,36,36
03_KakaoTalk_20260818_020740723_02,489,148,1562,36,36
03_KakaoTalk_20260818_020740723_02,501,592,1562,36,36
03_KakaoTalk_20260818_020740723_02,502,629,1562,36,36
03_KakaoTalk_20260818_020740723_02,503,666,1562,36,36
03_KakaoTalk_20260818_020740723_02,512,951,1566,2,2
03_KakaoTalk_20260818_020740723_02,513,999,1566,22,32
03_KakaoTalk_20260818_020740723_02,514,965,1569,1,1
03_KakaoTalk_20260818_020740723_02,515,925,1572,2,3
03_KakaoTalk_20260818_020740723_02,516,386,1597,2,1
03_KakaoTalk_20260818_020740723_02,517,0,1599,36,36
03_KakaoTalk_20260818_020740723_02,518,37,1599,36,36
03_KakaoTalk_20260818_020740723_02,519,74,1599,36,36
03_KakaoTalk_20260818_020740723_02,520,111,1599,36,36
03_KakaoTalk_20260818_020740723_02,521,148,1599,36,36
03_KakaoTalk_20260818_020740723_02,524,259,1599,36,36
03_KakaoTalk_20260818_020740723_02,525,296,1599,36,36
03_KakaoTalk_20260818_020740723_02,526,333,1599,36,36
03_KakaoTalk_20260818_020740723_02,535,666,1599,36,36
03_KakaoTalk_20260818_020740723_02,536,703,1599,36,36
03_KakaoTalk_20260818_020740723_02,537,740,1599,36,36
03_KakaoTalk_20260818_020740723_02,538,777,1599,36,36
03_KakaoTalk_20260818_020740723_02,539,814,1599,36,36
03_KakaoTalk_20260818_020740723_02,540,851,1599,36,36
03_KakaoTalk_20260818_020740723_02,541,888,1599,36,36
03_KakaoTalk_20260818_020740723_02,544,999,1599,20,36
03_KakaoTalk_20260818_020740723_02,554,333,1636,36,36
03_KakaoTalk_20260818_020740723_02,555,370,1636,36,36
03_KakaoTalk_20260818_020740723_02,556,407,1636,36,36
03_KakaoTalk_20260818_020740723_02,557,444,1636,36,36
03_KakaoTalk_20260818_020740723_02,558,481,1636,36,36
03_KakaoTalk_20260818_020740723_02,565,740,1636,36,36
03_KakaoTalk_20260818_020740723_02,568,851,1636,36,36
03_KakaoTalk_20260818_020740723_02,569,888,1636,36,36
03_KakaoTalk_20260818_020740723_02,572,999,1640,23,32
03_KakaoTalk_20260818_020740723_02,573,0,1673,35,39
03_KakaoTalk_20260818_020740723_02,588,554,1676,36,36
03_KakaoTalk_20260818_020740723_02,590,628,1676,36,36
03_KakaoTalk_20260818_020740723_02,591,665,1676,36,36
03_KakaoTalk_20260818_020740723_02,601,998,1696,2,2
03_KakaoTalk_20260818_020740723_02,602,0,1713,34,38
03_KakaoTalk_20260818_020740723_02,603,212,1713,6,1
03_KakaoTalk_20260818_020740723_02,604,509,1713,35,38
03_KakaoTalk_20260818_020740723_02,607,396,1714,36,37
03_KakaoTalk_20260818_020740723_02,608,989,1714,34,37
03_KakaoTalk_20260818_020740723_02,609,116,1715,39,36
03_KakaoTalk_20260818_020740723_02,610,156,1715,39,36
03_KakaoTalk_20260818_020740723_02,612,433,1715,37,36
03_KakaoTalk_20260818_020740723_02,613,471,1715,37,36
03_KakaoTalk_20260818_020740723_02,618,693,1715,36,36
03_KakaoTalk_20260818_020740723_02,626,233,1716,39,35
03_KakaoTalk_20260818_020740723_02,629,354,1718,41,33
03_KakaoTalk_20260818_020740723_02,630,35,1721,2,9
03_KakaoTalk_20260818_020740723_02,631,36,1750,1,1
03_KakaoTalk_20260818_020740723_02,632,0,1752,39,40
03_KakaoTalk_20260818_020740723_02,633,40,1752,39,40
03_KakaoTalk_20260818_020740723_02,634,60,1752,1,1
03_KakaoTalk_20260818_020740723_02,636,120,1752,38,40
03_KakaoTalk_20260818_020740723_02,637,396,1752,37,40
03_KakaoTalk_20260818_020740723_02,638,516,1752,37,40
03_KakaoTalk_20260818_020740723_02,639,554,1752,37,40
03_KakaoTalk_20260818_020740723_02,640,670,1752,36,40
03_KakaoTalk_20260818_020740723_02,641,279,1753,38,39
03_KakaoTalk_20260818_020740723_02,642,318,1753,38,39
03_KakaoTalk_20260818_020740723_02,643,357,1753,38,39
03_KakaoTalk_20260818_020740723_02,644,159,1754,37,38
03_KakaoTalk_20260818_020740723_02,645,212,1754,14,2
03_KakaoTalk_20260818_020740723_02,646,239,1754,39,38
03_KakaoTalk_20260818_020740723_02,647,592,1754,38,38
03_KakaoTalk_20260818_020740723_02,649,434,1755,40,37
03_KakaoTalk_20260818_020740723_02,650,475,1755,40,37
03_KakaoTalk_20260818_020740723_02,651,707,1755,38,37
03_KakaoTalk_20260818_020740723_02,653,785,1755,38,37
03_KakaoTalk_20260818_020740723_02,657,941,1755,38,37
03_KakaoTalk_20260818_020740723_02,659,194,1756,4,12
03_KakaoTalk_20260818_020740723_02,660,199,1757,38,35
03_KakaoTalk_20260818_020740723_02,661,701,1759,1,1
03_KakaoTalk_20260818_020740723_02,662,70,1760,1,2
03_KakaoTalk_20260818_020740723_02,663,237,1764,1,1
03_KakaoTalk_20260818_020740723_02,664,0,1793,40,39
03_KakaoTalk_20260818_020740723_02,665,41,1793,40,39
03_KakaoTalk_20260818_020740723_02,666,82,1793,40,39
03_KakaoTalk_20260818_020740723_02,667,123,1793,40,39
03_KakaoTalk_20260818_020740723_02,668,164,1793,40,39
03_KakaoTalk_20260818_020740723_02,669,205,1793,40,39
03_KakaoTalk_20260818_020740723_02,670,214,1793,1,1
03_KakaoTalk_20260818_020740723_02,671,246,1793,40,39
03_KakaoTalk_20260818_020740723_02,672,287,1793,40,39
03_KakaoTalk_20260818_020740723_02,673,328,1793,40,39
03_KakaoTalk_20260818_020740723_02,674,369,1793,40,39
03_KakaoTalk_20260818_020740723_02,675,412,1793,38,39
03_KakaoTalk_20260818_020740723_02,676,451,1793,40,39
03_KakaoTalk_20260818_020740723_02,677,492,1793,40,39
03_KakaoTalk_20260818_020740723_02,678,533,1793,40,39
03_KakaoTalk_20260818_020740723_02,679,574,1793,40,39
03_KakaoTalk_20260818_020740723_02,680,615,1793,40,39
03_KakaoTalk_20260818_020740723_02,681,656,1793,40,39
03_KakaoTalk_20260818_020740723_02,682,697,1793,39,39
03_KakaoTalk_20260818_020740723_02,683,737,1793,39,39
03_KakaoTalk_20260818_020740723_02,684,777,1793,39,39
03_KakaoTalk_20260818_020740723_02,685,817,1793,39,39
03_KakaoTalk_20260818_020740723_02,686,857,1793,39,39
03_KakaoTalk_20260818_020740723_02,689,978,1794,40,38
03_KakaoTalk_20260818_020740723_02,690,410,1807,2,3
03_KakaoTalk_20260818_020740723_02,691,0,1833,58,69
03_KakaoTalk_20260818_020740723_02,692,59,1833,40,20
03_KakaoTalk_20260818_020740723_02,694,145,1833,20,28
03_KakaoTalk_20260818_020740723_02,695,166,1833,34,20
03_KakaoTalk_20260818_020740723_02,698,405,1833,36,26
03_KakaoTalk_20260818_020740723_02,699,446,1833,38,30
03_KakaoTalk_20260818_020740723_02,704,259,1834,48,31
03_KakaoTalk_20260818_020740723_02,707,656,1834,36,27
03_KakaoTalk_20260818_020740723_02,708,779,1834,34,27
03_KakaoTalk_20260818_020740723_02,710,738,1835,36,26
03_KakaoTalk_20260818_020740723_02,711,943,1835,44,32
03_KakaoTalk_20260818_020740723_02,715,201,1837,12,16
03_KakaoTalk_20260818_020740723_02,716,128,1838,15,2
03_KakaoTalk_20260818_020740723_02,717,59,1854,48,48
03_KakaoTalk_20260818_020740723_02,718,166,1854,47,48
03_KakaoTalk_20260818_020740723_02,719,214,1857,44,45
03_KakaoTalk_20260818_020740723_02,720,314,1859,43,43
03_KakaoTalk_20260818_020740723_02,721,405,1860,40,42
03_KakaoTalk_20260818_020740723_02,722,108,1862,57,40
03_KakaoTalk_20260818_020740723_02,723,491,1862,41,40
03_KakaoTalk_20260818_020740723_02,724,533,1862,40,40
03_KakaoTalk_20260818_020740723_02,725,574,1862,40,40
03_KakaoTalk_20260818_020740723_02,726,608,1862,1,1
03_KakaoTalk_20260818_020740723_02,727,615,1862,40,40
03_KakaoTalk_20260818_020740723_02,728,656,1862,40,40
03_KakaoTalk_20260818_020740723_02,729,697,1862,40,40
03_KakaoTalk_20260818_020740723_02,730,738,1862,40,40
03_KakaoTalk_20260818_020740723_02,731,779,1862,40,40
03_KakaoTalk_20260818_020740723_02,732,820,1862,40,40
03_KakaoTalk_20260818_020740723_02,733,861,1862,40,40
03_KakaoTalk_20260818_020740723_02,734,902,1862,40,40
03_KakaoTalk_20260818_020740723_02,735,930,1862,1,1
03_KakaoTalk_20260818_020740723_02,736,446,1864,44,38
03_KakaoTalk_20260818_020740723_02,737,582,1864,1,1
03_KakaoTalk_20260818_020740723_02,738,358,1865,46,37
03_KakaoTalk_20260818_020740723_02,739,259,1866,54,36
03_KakaoTalk_20260818_020740723_02,740,943,1868,47,34
03_KakaoTalk_20260818_020740723_02,742,849,1869,1,1
03_KakaoTalk_20260818_020740723_02,743,597,1898,1,1
03_KakaoTalk_20260818_020740723_02,744,596,1900,2,2
03_KakaoTalk_20260818_020740723_02,745,546,1901,1,1
03_KakaoTalk_20260818_020740723_02,746,744,1901,1,1
03_KakaoTalk_20260818_020740723_02,747,861,1901,4,1
03_KakaoTalk_20260818_020740723_02,748,908,1901,1,1
03_KakaoTalk_20260818_020740723_02,749,0,1903,64,64
03_KakaoTalk_20260818_020740723_02,750,65,1903,64,64
03_KakaoTalk_20260818_020740723_02,751,258,1903,61,64
03_KakaoTalk_20260818_020740723_02,752,508,1903,53,64
03_KakaoTalk_20260818_020740723_02,753,195,1904,62,63
03_KakaoTalk_20260818_020740723_02,754,320,1904,58,59
03_KakaoTalk_20260818_020740723_02,755,909,1904,42,63
03_KakaoTalk_20260818_020740723_02,756,130,1905,64,62
03_KakaoTalk_20260818_020740723_02,757,692,1905,50,62
03_KakaoTalk_20260818_020740723_02,758,382,1907,63,60
03_KakaoTalk_20260818_020740723_02,759,449,1910,58,57
03_KakaoTalk_20260818_020740723_02,760,858,1913,50,54
03_KakaoTalk_20260818_020740723_02,761,1004,1913,14,25
03_KakaoTalk_20260818_020740723_02,762,803,1915,54,52
03_KakaoTalk_20260818_020740723_02,763,743,1916,59,51
03_KakaoTalk_20260818_020740723_02,764,562,1917,64,50
03_KakaoTalk_20260818_020740723_02,765,683,1918,2,2
03_KakaoTalk_20260818_020740723_02,766,684,1918,4,8
03_KakaoTalk_20260818_020740723_02,767,678,1919,4,2
03_KakaoTalk_20260818_020740723_02,768,952,1919,51,48
03_KakaoTalk_20260818_020740723_02,769,645,1922,46,45
03_KakaoTalk_20260818_020740723_02,770,380,1930,1,10
03_KakaoTalk_20260818_020740723_02,771,627,1933,5,23
03_KakaoTalk_20260818_020740723_02,772,446,1934,1,10
03_KakaoTalk_20260818_020740723_02,773,1004,1939,18,28
03_KakaoTalk_20260818_020740723_02,774,646,1946,1,1
03_KakaoTalk_20260818_020740723_02,775,647,1949,1,1
03_KakaoTalk_20260818_020740723_02,776,128,1957,1,5
03_KakaoTalk_20260818_020740723_02,777,355,1966,18,1
03_KakaoTalk_20260818_020740723_02,778,0,1968,80,80
03_KakaoTalk_20260818_020740723_02,779,161,1968,15,7
03_KakaoTalk_20260818_020740723_02,780,395,1968,31,14
03_KakaoTalk_20260818_020740723_02,781,532,1968,15,15
03_KakaoTalk_20260818_020740723_02,782,987,1968,36,39
03_KakaoTalk_20260818_020740723_02,783,81,1969,79,79
03_KakaoTalk_20260818_020740723_02,784,177,1970,2,2
03_KakaoTalk_20260818_020740723_02,785,180,1970,2,2
03_KakaoTalk_20260818_020740723_02,786,183,1970,2,2
03_KakaoTalk_20260818_020740723_02,787,241,1970,8,8
03_KakaoTalk_20260818_020740723_02,788,177,1973,2,2
03_KakaoTalk_20260818_020740723_02,789,180,1973,2,2
03_KakaoTalk_20260818_020740723_02,790,183,1973,2,2
03_KakaoTalk_20260818_020740723_02,791,321,1974,73,74
03_KakaoTalk_20260818_020740723_02,792,161,1976,79,72
03_KakaoTalk_20260818_020740723_02,793,241,1979,79,69
03_KakaoTalk_20260818_020740723_02,794,395,1983,69,65
03_KakaoTalk_20260818_020740723_02,795,465,1983,66,65
03_KakaoTalk_20260818_020740723_02,796,532,1984,64,64
03_KakaoTalk_20260818_020740723_02,797,597,1984,64,64
03_KakaoTalk_20260818_020740723_02,798,662,1984,64,64
03_KakaoTalk_20260818_020740723_02,799,727,1984,64,64
03_KakaoTalk_20260818_020740723_02,800,792,1984,64,64
03_KakaoTalk_20260818_020740723_02,801,857,1984,64,64
03_KakaoTalk_20260818_020740723_02,802,922,1984,64,64
03_KakaoTalk_20260818_020740723_02,803,727,1993,2,8
03_KakaoTalk_20260818_020740723_02,804,987,2008,36,40
03_KakaoTalk_20260818_020740723_02,805,1018,2015,1,1
04_KakaoTalk_20260818_020740723_03,1,0,0,1024,256
05_KakaoTalk_20260818_020740723_04,1,65,1,32,46
05_KakaoTalk_20260818_020740723_04,2,98,1,5,5
05_KakaoTalk_20260818_020740723_04,3,113,1,14,46
05_KakaoTalk_20260818_020740723_04,4,4,3,53,57
05_KakaoTalk_20260818_020740723_04,5,98,8,13,11
05_KakaoTalk_20260818_020740723_04,6,98,20,13,13
05_KakaoTalk_20260818_020740723_04,7,98,34,13,13
05_KakaoTalk_20260818_020740723_04,8,69,49,57,46
05_KakaoTalk_20260818_020740723_04,9,5,71,53,52
05_KakaoTalk_20260818_020740723_04,10,65,97,32,24
05_KakaoTalk_20260818_020740723_04,11,102,99,23,25
06_KakaoTalk_20260818_020740723_05,1,291,2,40,32
06_KakaoTalk_20260818_020740723_05,2,332,2,38,32
06_KakaoTalk_20260818_020740723_05,3,421,3,23,40
06_KakaoTalk_20260818_020740723_05,4,129,4,39,22
06_KakaoTalk_20260818_020740723_05,5,447,4,72,72
06_KakaoTalk_20260818_020740723_05,6,690,4,35,26
06_KakaoTalk_20260818_020740723_05,7,169,5,23,21
06_KakaoTalk_20260818_020740723_05,8,592,5,54,53
06_KakaoTalk_20260818_020740723_05,9,81,8,39,39
06_KakaoTalk_20260818_020740723_05,10,193,8,12,18
06_KakaoTalk_20260818_020740723_05,11,372,9,48,34
06_KakaoTalk_20260818_020740723_05,12,49,10,29,37
06_KakaoTalk_20260818_020740723_05,13,0,13,48,34
06_KakaoTalk_20260818_020740723_05,14,527,23,64,64
06_KakaoTalk_20260818_020740723_05,15,129,27,80,80
06_KakaoTalk_20260818_020740723_05,16,210,27,80,80
06_KakaoTalk_20260818_020740723_05,17,655,31,29,32
06_KakaoTalk_20260818_020740723_05,18,690,31,23,40
06_KakaoTalk_20260818_020740723_05,19,291,35,75,80
06_KakaoTalk_20260818_020740723_05,20,372,44,73,74
06_KakaoTalk_20260818_020740723_05,21,0,48,80,80
06_KakaoTalk_20260818_020740723_05,22,48,48,4,1
06_KakaoTalk_20260818_020740723_05,23,81,48,40,39
06_KakaoTalk_20260818_020740723_05,24,592,59,55,55
06_KakaoTalk_20260818_020740723_05,25,655,64,26,36
06_KakaoTalk_20260818_020740723_05,26,690,72,37,30
06_KakaoTalk_20260818_020740723_05,27,447,77,72,72
06_KakaoTalk_20260818_020740723_05,28,84,88,37,40
06_KakaoTalk_20260818_020740723_05,29,527,88,64,64
06_KakaoTalk_20260818_020740723_05,30,210,93,1,1
06_KakaoTalk_20260818_020740723_05,31,210,95,2,8
06_KakaoTalk_20260818_020740723_05,32,655,101,26,36
06_KakaoTalk_20260818_020740723_05,33,690,103,35,35
06_KakaoTalk_20260818_020740723_05,34,81,106,1,2
06_KakaoTalk_20260818_020740723_05,35,129,108,80,80
06_KakaoTalk_20260818_020740723_05,36,210,108,80,80
06_KakaoTalk_20260818_020740723_05,37,81,109,2,8
06_KakaoTalk_20260818_020740723_05,38,592,115,57,62
06_KakaoTalk_20260818_020740723_05,39,291,116,80,75
06_KakaoTalk_20260818_020740723_05,40,372,119,73,74
06_KakaoTalk_20260818_020740723_05,41,0,129,128,61
06_KakaoTalk_20260818_020740723_05,42,655,138,26,38
06_KakaoTalk_20260818_020740723_05,43,690,139,35,35
06_KakaoTalk_20260818_020740723_05,44,286,140,1,1
06_KakaoTalk_20260818_020740723_05,45,447,150,70,75
06_KakaoTalk_20260818_020740723_05,46,527,153,64,64
06_KakaoTalk_20260818_020740723_05,47,690,175,35,35
06_KakaoTalk_20260818_020740723_05,48,655,177,33,32
06_KakaoTalk_20260818_020740723_05,49,592,178,56,64
06_KakaoTalk_20260818_020740723_05,50,129,189,80,80
06_KakaoTalk_20260818_020740723_05,51,210,189,80,80
06_KakaoTalk_20260818_020740723_05,52,0,191,94,95
06_KakaoTalk_20260818_020740723_05,53,291,192,80,78
06_KakaoTalk_20260818_020740723_05,54,372,194,73,76
06_KakaoTalk_20260818_020740723_05,55,95,205,32,40
06_KakaoTalk_20260818_020740723_05,56,655,210,33,32
06_KakaoTalk_20260818_020740723_05,57,690,211,37,34
06_KakaoTalk_20260818_020740723_05,58,527,218,64,64
06_KakaoTalk_20260818_020740723_05,59,447,226,79,69
06_KakaoTalk_20260818_020740723_05,60,592,243,56,64
06_KakaoTalk_20260818_020740723_05,61,655,243,32,34
06_KakaoTalk_20260818_020740723_05,62,95,246,32,40
06_KakaoTalk_20260818_020740723_05,63,690,246,36,35
06_KakaoTalk_20260818_020740723_05,64,129,270,80,80
06_KakaoTalk_20260818_020740723_05,65,210,270,80,80
06_KakaoTalk_20260818_020740723_05,66,291,271,78,80
06_KakaoTalk_20260818_020740723_05,67,372,271,72,79
06_KakaoTalk_20260818_020740723_05,68,655,278,34,40
06_KakaoTalk_20260818_020740723_05,69,690,282,37,36
06_KakaoTalk_20260818_020740723_05,70,527,283,62,78
06_KakaoTalk_20260818_020740723_05,71,728,286,23,32
06_KakaoTalk_20260818_020740723_05,72,0,287,94,96
06_KakaoTalk_20260818_020740723_05,73,447,296,78,71
06_KakaoTalk_20260818_020740723_05,74,95,297,4,4
06_KakaoTalk_20260818_020740723_05,75,95,302,32,40
06_KakaoTalk_20260818_020740723_05,76,592,308,62,64
06_KakaoTalk_20260818_020740723_05,77,132,311,1,1
06_KakaoTalk_20260818_020740723_05,78,291,313,1,2
06_KakaoTalk_20260818_020740723_05,79,655,319,63,53
06_KakaoTalk_20260818_020740723_05,80,719,319,63,53
06_KakaoTalk_20260818_020740723_05,81,783,320,52,52
06_KakaoTalk_20260818_020740723_05,82,885,334,40,38
06_KakaoTalk_20260818_020740723_05,83,926,335,38,37
06_KakaoTalk_20260818_020740723_05,84,965,337,40,35
06_KakaoTalk_20260818_020740723_05,85,836,338,48,34
06_KakaoTalk_20260818_020740723_05,86,95,343,32,40
06_KakaoTalk_20260818_020740723_05,87,129,351,80,80
06_KakaoTalk_20260818_020740723_05,88,210,351,80,80
06_KakaoTalk_20260818_020740723_05,89,372,351,73,80
06_KakaoTalk_20260818_020740723_05,90,291,352,80,79
06_KakaoTalk_20260818_020740723_05,91,208,360,1,15
06_KakaoTalk_20260818_020740723_05,92,527,362,64,80
06_KakaoTalk_20260818_020740723_05,93,447,368,77,72
06_KakaoTalk_20260818_020740723_05,94,592,373,68,69
06_KakaoTalk_20260818_020740723_05,95,742,373,66,69
06_KakaoTalk_20260818_020740723_05,96,809,378,64,64
06_KakaoTalk_20260818_020740723_05,97,874,378,64,64
06_KakaoTalk_20260818_020740723_05,98,939,378,64,64
06_KakaoTalk_20260818_020740723_05,99,0,384,128,128
06_KakaoTalk_20260818_020740723_05,100,661,384,80,58
06_KakaoTalk_20260818_020740723_05,101,443,430,1,1
06_KakaoTalk_20260818_020740723_05,102,129,432,80,80
06_KakaoTalk_20260818_020740723_05,103,210,432,80,80
06_KakaoTalk_20260818_020740723_05,104,291,432,80,80
06_KakaoTalk_20260818_020740723_05,105,372,432,74,80
06_KakaoTalk_20260818_020740723_05,106,208,441,1,15
06_KakaoTalk_20260818_020740723_05,107,449,441,77,71
06_KakaoTalk_20260818_020740723_05,108,535,443,72,69
06_KakaoTalk_20260818_020740723_05,109,291,444,1,10
06_KakaoTalk_20260818_020740723_05,110,608,445,80,67
06_KakaoTalk_20260818_020740723_05,111,932,445,74,67
06_KakaoTalk_20260818_020740723_05,112,689,446,80,66
06_KakaoTalk_20260818_020740723_05,113,770,446,80,66
06_KakaoTalk_20260818_020740723_05,114,851,446,80,66
06_KakaoTalk_20260818_020740723_05,115,527,462,1,16
06_KakaoTalk_20260818_020740723_05,116,369,468,2,15
06_KakaoTalk_20260818_020740723_05,117,1004,473,1,1
06_KakaoTalk_20260818_020740723_05,118,527,479,1,9
06_KakaoTalk_20260818_020740723_05,119,447,487,1,5
06_KakaoTalk_20260818_020740723_05,120,527,496,1,8
